ACCESSNO,ACQVALUE,APPNOTES,APPRAISOR,CAPTION,CAT,CATBY,CATDATE,CATTYPE,CLASSES,COLLDATE,COLLECTION,COLLECTOR,CONDDATE,CONDEXAM,CONDITION,CONDNOTES,CREATOR,CREATOR2,CREATOR3,CREDIT,CURVALMAX,CURVALUE,DATASET,DATE,DESCRIP,DIMTYPE,DISPVALUE,EARLYDATE,EVENT,EXHIBITNO,EXHLABEL1,EXHLABEL2,EXHLABEL3,EXHLABEL4,EXHSTART,FLAGDATE,FLAGNOTES,FLAGREASON,GPARENT,HOMELOC,IMAGEFILE,IMAGENO,INSCOMP,INSDATE,INSPHONE,INSPREMIUM,INSREP,INSVALUE,INVNBY,INVNDATE,LATEDATE,LEGAL,LOANCOND,LOANDUE,LOANINNO,LOANNO,LOANRENEW,LOCFIELD1,LOCFIELD2,LOCFIELD3,LOCFIELD4,LOCFIELD5,LOCFIELD6,MAINTCYCLE,MAINTDATE,MAINTNOTE,MATERIAL,MEDIUM,NOTES,OBJECTID,OBJNAME,OBJNAME2,OBJNAME3,OLDNO,ORIGIN,OTHERNAME,OTHERNO,OUTDATE,PARENT,PEOPLE,POLICYNO,PROVENANCE,PUBNOTES,RECAS,RECDATE,RECFROM,RELATION,RELNOTES,RENEWUNTIL,ROLE,ROLE2,ROLE3,SITE,SITENO,STATUS,STATUSBY,STATUSDATE,STERMS,SUBJECTS,TEMPAUTHOR,TEMPBY,TEMPDATE,TEMPLOC,TEMPNOTES,TEMPREASON,TEMPUNTIL,TITLE,TLOCFIELD1,TLOCFIELD2,TLOCFIELD3,TLOCFIELD4,TLOCFIELD5,TLOCFIELD6,UDF1,UDF10,UDF11,UDF12,UDF13,UDF14,UDF15,UDF16,UDF17,UDF18,UDF19,UDF2,UDF20,UDF21,UDF22,UDF3,UDF4,UDF5,UDF6,UDF7,UDF8,UDF9,UPDATED,UPDATEDBY,VALUEDATE,WEBINCLUDE,ACCESSORY,AGE,ASSEMZONE,BAGNO,BOXNO,CHEMCOMP,CIRCUM,CIRCUMFT,CIRCUMIN,COUNT,CRYSTAL,CULTURE,DATINGMETH,DATUM,DEPTH,DEPTHFT,DEPTHIN,DIAMETER,DIAMETERFT,DIAMETERIN,DIMNOTES,ELEMENTS,EPOCH,ERA,EXCAVADATE,EXCAVATEBY,FAMILY,FEATURE,FORMATION,FOSSILS,FOUND,FRACTURE,FRAME,FRAMESIZE,GENUS,GRAINSIZE,HABITAT,HARDNESS,HEIGHT,HEIGHTFT,HEIGHTIN,IDBY,IDDATE,IMAGESIZE,INSCRLANG,INSCRPOS,INSCRTECH,INSCRTEXT,INSCRTRANS,INSCRTYPE,KINGDOM,LENGTH,LENGTHFT,LENGTHIN,LEVEL,LITHOFACIE,LUSTER,MADE,MEMBER,MMARK,NHCLASS,NHORDER,OCCURRENCE,OWNED,PERIOD,PHYLUM,PREPARATOR,PREPDATE,PRESERVE,PRESSURE,REPATBY,REPATCLAIM,REPATDATE,REPATDISP,REPATHAND,REPATNOTES,REPATNOTIC,REPATTYPE,ROCKCLASS,ROCKCOLOR,ROCKORIGIN,ROCKTYPE,SCHOOL,SEX,SIGNEDNAME,SIGNLOC,SPECGRAV,SPECIES,SPROCESS,STAGE,STRATUM,STREAK,SUBFAMILY,SUBSPECIES,TECHNIQUE,TEMPERATUR,TEXTURE,UNIT,USED,VARIETIES,WEIGHT,WEIGHTIN,WEIGHTLB,WIDTH,WIDTHFT,WIDTHIN,XCORD,YCORD,ZCORD
3,0.00,,,,O,Work Duty,05/10/2016,Archaeology,,/ /,,,/ /,,,,,,,,0.00,0.00,,,Pot sherds.,2,,0,,0,,,,,/ /,/ / : : AM,,,12: Archaeology,,,0,,/ /,,,,0.00,,/ /,0,,,/ /,,0,/ /,,,,,,,,/ /,,Ceramic,,July 2013 PastPerfect Conversion,3/1000,Sherd,,,A31,United States | ME | Hancock | Blue Hill,,,/ /,Ceramic,,,"Section number - 6E Trench Number - IC.1 to IC.4 Taken from scrap. Locality-Bluehill Falls, ME.",,Expedition,,,,,/ /,,,,Nevin Shellheap,42.001,Entered,Work Duty,05/10/2016,,,,,/ /,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,/ /,/ /,,/ /,,,,,,,,,,05/10/2016,"Taylor, Marla",/ /,.F.,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,/ /,,,,,,,,,,,,,,0,0,0,,/ /,,,,,,,,,0,0,0,,,,,,,,,,,,,,/ /,,,,,/ /,,,,/ /,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.00,0.00,0.00
3,0.00,,,,O,Work Duty,05/03/2016,Archaeology,,/ /,,,/ /,,,,,,,,0.00,0.00,,,"Celt blank, 17cm long. Original accession card: Unfinished celt.",2,,0,,0,,,,,/ /,/ / : : AM,,,12: Archaeology,RSPM,,0,,/ /,,,,0.00,,/ /,0,,,/ /,,0,/ /,NBS,56,14,,,,,/ /,,Stone,,"Douglas Byers (Principal Investigator, 00/00/36) July 2013 PastPerfect Conversion",3/685,Celt,,,332,United States | ME | Hancock | Blue Hill,,,/ /,"Stone, Ground","Byers, Douglas",,"Section number - 6E Trench Number - IC.2 Excav Date - 00/00/36 In humus (low) Me.152/1 Locality - Bluehill Falls, Me.",,Expedition,,,,,/ /,,,,Nevin Shellheap,42.001,Entered,Work Duty,05/03/2016,,,,,/ /,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,/ /,/ /,,/ /,,,Late Archaic Moorehead Phase,,,,,,,05/03/2016,Work duty,/ /,.F.,,,,,,,0,0,0,1,,,,,0,0,0,0,0,0,,,,,/ /,"Byers, Douglas",,,,,,,,,,,,,0,0,0,,/ /,,,,,,,,,0,0,0,In humus (low),,,,,,,,,,,,,/ /,,,,,/ /,,,,/ /,,,,,,,,,,,,,,26,,,,,,,IC2/6E,,,0,0,0,0,0,0,0.00,0.00,0.00
3,0.00,,,,O,Work Duty,05/03/2016,Archaeology,,/ /,,,/ /,,,,,,,,0.00,0.00,,,Small plummet blank. Original accession card: Broken plummet.,2,,0,,0,,,,,/ /,/ / : : AM,,,12: Archaeology,RSPM,,0,,/ /,,,,0.00,,/ /,0,,,/ /,,0,/ /,NBS,56,17,,,,,/ /,,Stone,,"Douglas Byers (Principal Investigator, 00/00/36) July 2013 PastPerfect Conversion",3/686,Plummet,,,335,United States | ME | Hancock | Blue Hill,,,/ /,"Stone, Ground","Byers, Douglas",,"Section number - 6E Trench Number - IC.1 Excav Date - 00/00/36 Black pebbles below shells. Me.152/1 Locality - Bluehill Falls, Me.",,Expedition,,,,,/ /,,,,Nevin Shellheap,42.001,Entered,Work Duty,05/03/2016,,,,,/ /,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,/ /,/ /,,/ /,,,,,,,,,,05/03/2016,Work duty,/ /,.F.,,,,,,,0,0,0,1,,,,,0,0,0,0,0,0,,,,,/ /,"Byers, Douglas",,,,,,,,,,,,,0,0,0,,/ /,,,,,,,,,0,0,0,Black pebbles below shells.,,,,,,,,,,,,,/ /,,,,,/ /,,,,/ /,,,,,,,,,,,,,,22,,,,,,,IC1/6E,,,0,0,0,0,0,0,0.00,0.00,0.00
3,0.00,,,,O,Work Duty,05/03/2016,Archaeology,,/ /,,,/ /,,,,,,,,0.00,0.00,,,"Rotary chipped ffelsite reject. Side scraper, Type IIb. Black pebbles West of hearth.",2,,0,,0,,,,,/ /,/ / : : AM,,,12: Archaeology,,,0,,/ /,,,,0.00,,/ /,0,,,/ /,,0,/ /,,,,,,,,/ /,,Stone,,July 2013 PastPerfect Conversion,3/687,Scraper,,,337,United States | ME | Hancock | Blue Hill,,,/ /,"Stone, Chipped",,,"Section number - 6E Trench Number - IC.1 Black pebbles, W. of hearth Locality - Bluehill Falls, ME",,Expedition,,,,,/ /,,,,Nevin Shellheap,42.001,Entered,Work Duty,05/03/2016,,,,,/ /,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,/ /,/ /,,/ /,,,,,,,,,,05/03/2016,Work duty,/ /,.F.,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,/ /,,,,,,,,,,,,,,0,0,0,,/ /,,,,,,,,,0,0,0,,,,,,,,,,,,,,/ /,,,,,/ /,,,,/ /,,,,,,,,,,,,,,22,,,,,,,,,,0,0,0,0,0,0,0.00,0.00,0.00
3,0.00,,,,O,Work Duty,05/03/2016,Archaeology,,/ /,,,/ /,,,,,,,,0.00,0.00,,,Felsite hammerstone. Original accession card: Felsite scraper.,2,,0,,0,,,,,/ /,/ / : : AM,,,12: Archaeology,RSPM,,0,,/ /,,,,0.00,,/ /,0,,,/ /,,0,/ /,NBS,11,16,,,,,/ /,,Stone,,July 2013 PastPerfect Conversion,3/688,Hammerstone,,,340,United States | ME | Hancock | Blue Hill,,,/ /,"Stone, Modified",,,"Provenience Description - On top of hearth beneath stake IC.1/6E Section number - 6E Trench Number - IC.1 Locality - Bluehill Falls, ME",,Expedition,,,,,/ /,,,,Nevin Shellheap,42.001,Entered,Work Duty,05/03/2016,,,,,/ /,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,/ /,/ /,,/ /,,,,,,,,,,05/03/2016,Work duty,/ /,.F.,,,,,,,0,0,0,1,,,,,0,0,0,0,0,0,,,,,/ /,,,,,,,,,,,,,,0,0,0,,/ /,,,,,,,,,0,0,0,,,,,,,,,,,,,,/ /,,,,,/ /,,,,/ /,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.00,0.00,0.00
3,0.00,,,,O,Work Duty,05/03/2016,Archaeology,,/ /,,,/ /,,,,,,,,0.00,0.00,,,Pebble used as hammerstone.,2,,0,,0,,,,,/ /,/ / : : AM,,,12: Archaeology,RSPM,,0,,/ /,,,,0.00,,/ /,0,,,/ /,,0,/ /,,10,15,,,,,/ /,,Stone,,"Douglas Byers (Principal Investigator, 00/00/36) July 2013 PastPerfect Conversion",3/689,Hammerstone,,,341,United States | ME | Hancock | Blue Hill,,,/ /,"Stone, Modified","Byers, Douglas",,"Provenience Description - West of hearth Section number - 6E Trench Number - IC.1 Excav Date - 00/00/36 Black pebbles W. of hearth. Locality - Bluehill Falls, ME",,Expedition,,,,,/ /,,,,Nevin Shellheap,42.001,Entered,Work Duty,05/03/2016,,,,,/ /,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,/ /,/ /,,/ /,,,Late Archaic Moorehead Phase,,,,,,,05/03/2016,Work duty,/ /,.F.,,,,,,,0,0,0,1,,,,,0,0,0,0,0,0,,,,,/ /,"Byers, Douglas",,,,,,,,,,,,,0,0,0,,/ /,,,,,,,,,0,0,0,Black pebble,,,,,,,,,,,,,/ /,,,,,/ /,,,,/ /,,,,,,,,,,,,,,22,,,,,,,IC1/6E,,,0,0,0,0,0,0,0.00,0.00,0.00
3,0.00,,,,O,Work Duty,05/03/2016,Archaeology,,/ /,,,/ /,,,,,,,,0.00,0.00,,,"Long, narrow, flake blade unifacially retouched along both ventral sides. Secondary cortex visible. Original Accession Card: Felsite reject.",2,,0,,0,,,,,/ /,/ / : : AM,,,12: Archaeology,RSPM,,0,,/ /,,,,0.00,,/ /,0,,,/ /,,0,/ /,NBS,,,,,,,/ /,,Stone,,"Douglas Byers (Principal Investigator, 00/00/36) July 2013 PastPerfect Conversion",3/690,Scraper,,,342,United States | ME | Hancock | Blue Hill,,,/ /,"Stone, Chipped","Byers, Douglas",,"Section number - 6E Trench Number - IC.1 Excav Date - 00/00/36 Black pebbles, W. of hearth Locality - Bluehill Falls, ME",,Expedition,,,,,/ /,,,,Nevin Shellheap,42.001,Entered,Work Duty,05/03/2016,,,,,/ /,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,/ /,/ /,,/ /,,,Late Archaic Moorehead Phase,,,,,,,05/03/2016,Work duty,/ /,.F.,,,,,,,0,0,0,1,,,,,0,0,0,0,0,0,,,,,/ /,"Byers, Douglas",,,,,,,,,,,,,0,0,0,,/ /,,,,,,,,,0,0,0,Black pebbles west of hearth.,,,,,,,,,,,,,/ /,,,,,/ /,,,,/ /,,,,,,,,,,,,,,22,,,,,,,IC1/6E,,,0,0,0,0,0,0,0.00,0.00,0.00
3,0.00,,,,O,Work Duty,05/03/2016,Archaeology,,/ /,,,/ /,,,,,,,,0.00,0.00,,,"Small broken plummet. Split lengthwise, 7cm long. Original Accession Card: Broken plummet.",2,,0,,0,,,,,/ /,/ / : : AM,,,12: Archaeology,RSPM,,0,,/ /,,,,0.00,,/ /,0,,,/ /,,0,/ /,NBS,56,18,,,,,/ /,,Stone,,"Douglas Byers (Principal Investigator, 00/00/36) July 2013 PastPerfect Conversion",3/691,Plummet,,,357,United States | ME | Hancock | Blue Hill,,,/ /,"Stone, Ground","Byers, Douglas",,"Section number - 6E Trench Number - IC.2 Excav Date - 00/00/36 Near bottom of humus. Locality - Bluehill Falls, ME",,Expedition,,,,,/ /,,,,Nevin Shellheap,42.001,Entered,Work Duty,05/03/2016,,,,,/ /,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,/ /,/ /,,/ /,,,Late Archaic Moorehead Phase,,,,,,,05/03/2016,Work duty,/ /,.F.,,,,,,,0,0,0,1,,,,,0,0,0,0,0,0,,,,,/ /,"Byers, Douglas",,,,,,,,,,,,,0,0,0,,/ /,,,,,,,,,0,0,0,Near bottom of humus,,,,,,,,,,,,,/ /,,,,,/ /,,,,/ /,,,,,,,,,,,,,,26,,,,,,,IC2/6E,,,0,0,0,0,0,0,0.00,0.00,0.00
3,0.00,,,,O,Work Duty,05/03/2016,Archaeology,,/ /,,,/ /,,,,,,,,0.00,0.00,,,Celt blank.,2,,0,,0,,,,,/ /,/ / : : AM,,,12: Archaeology,RSPM,,0,,/ /,,,,0.00,,/ /,0,,,/ /,,0,/ /,NBS,56,15,,,,,/ /,,Stone,,"Douglas Byers (Principal Investigator, 00/00/36) July 2013 PastPerfect Conversion",3/692,Celt,,,358,United States | ME | Hancock | Blue Hill,,,/ /,"Stone, Ground","Byers, Douglas",,"Section number - 6E Trench Number - IC.2 Excav Date - 00/00/36 Near bottom of humus. Locality - Bluehill Falls, ME",,Expedition,,,,,/ /,,,,Nevin Shellheap,42.001,Entered,Work Duty,05/03/2016,,,,,/ /,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,/ /,/ /,,/ /,,,Late Archaic Moorehead Phase,,,,,,,05/03/2016,Work duty,/ /,.F.,,,,,,,0,0,0,1,,,,,0,0,0,0,0,0,,,,,/ /,"Byers, Douglas",,,,,,,,,,,,,0,0,0,,/ /,,,,,,,,,0,0,0,Near bottom of humus.,,,,,,,,,,,,,/ /,,,,,/ /,,,,/ /,,,,,,,,,,,,,,26,,,,,,,IC2/6E,,,0,0,0,0,0,0,0.00,0.00,0.00
3,0.00,,,,O,Work Duty,05/03/2016,Archaeology,,/ /,,,/ /,,,,,,,,0.00,0.00,,,Chipped point. 100cm from IC/6E. 153cm from IC.1/5E. 79cm below top of heap IC.1/5E Original Accession Card: Stemmed fishtail spear point.,2,,0,,0,,,,,/ /,/ / : : AM,,,12: Archaeology,RSPM,,0,,/ /,,,,0.00,,/ /,0,,,/ /,,0,/ /,NBS,56,8,,,,,/ /,,Stone,,July 2013 PastPerfect Conversion,3/693,"Point, Projectile",,,377,United States | ME | Hancock | Blue Hill,,,/ /,"Stone, Chipped",,,"Section number - 6E Trench Number - IC.1 100cm. from Trench IC/6E. 153cm. from IC.1/5E. 79cm. below top of heap IC.1/5E. Locality - Bluehill Falls, ME",,Expedition,,,,,/ /,,,,Nevin Shellheap,42.001,Entered,Work Duty,05/03/2016,,,,,/ /,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,/ /,/ /,,/ /,,,,,,,,,,05/03/2016,Work duty,/ /,.F.,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,/ /,,,,,,,,,,,,,,0,0,0,,/ /,,,,,,,,,0,0,0,,,,,,,,,,,,,,/ /,,,,,/ /,,,,/ /,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.00,0.00,0.00
3,0.00,,,,O,Work Duty,05/03/2016,Archaeology,,/ /,,,/ /,,,,,,,,0.00,0.00,,,Broken plummet. Type Ia1 but probably it broke before neck could be cut in. Original Accession Card: Broken plummet.,2,,0,,0,,,,,/ /,/ / : : AM,,,12: Archaeology,RSPM,,0,,/ /,,,,0.00,,/ /,0,,,/ /,,0,/ /,NBS,56,17,,,,,/ /,,Stone,,"Douglas Byers (Principal Investigator, 00/00/36) July 2013 PastPerfect Conversion",3/694,Plummet,,,453,United States | ME | Hancock | Blue Hill,,,/ /,"Stone, Ground","Byers, Douglas",,"Section number - 6E Trench Number - IC.1 Excav Date - 00/00/36 Black pebbles below shells. Locality - Bluehill Falls, ME",,Expedition,,,,,/ /,,,,Nevin Shellheap,42.001,Entered,Work Duty,05/03/2016,,,,,/ /,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,/ /,/ /,,/ /,,,Late Archaic Moorehead Phase,,,,,,,05/03/2016,Work duty,/ /,.F.,,,,,,,0,0,0,1,,,,,0,0,0,0,0,0,,,,,/ /,"Byers, Douglas",,,,,,,,,,,,,0,0,0,,/ /,,,,,,,,,0,0,0,Black pebbles below shell,,,,,,,,,,,,,/ /,,,,,/ /,,,,/ /,,,,,,,,,,,,,,22,,,,,,,IC1/6E,,,0,0,0,0,0,0,0.00,0.00,0.00
3,0.00,,,,O,Work Duty,05/03/2016,Archaeology,,/ /,,,/ /,,,,,,,,0.00,0.00,,,"Rhyolite point with straight edges, parallel stem, and straight base. Original Accession Card: Butt of arrowhead.",2,,0,,0,,,,,/ /,/ / : : AM,,,12: Archaeology,RSPM,,0,,/ /,,,,0.00,,/ /,0,,,/ /,,0,/ /,NBS,,,,,,,/ /,,Stone,,"Douglas Byers (Principal Investigator, 00/00/36) July 2013 PastPerfect Conversion",3/695,Biface,,,454,United States | ME | Hancock | Blue Hill,,,/ /,"Stone, Chipped","Byers, Douglas",,"Section number - 6E Trench Number - IC.1 Excav Date - 00/00/36 In wash of bank. Locality - Bluehill Falls, ME",,Expedition,,,,,/ /,,,,Nevin Shellheap,42.001,Entered,Work Duty,05/03/2016,,,,,/ /,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,/ /,/ /,,/ /,,,Late Archaic Moorehead Phase,,,,,,,05/03/2016,Work duty,/ /,.F.,,,,,,,0,0,0,1,,,,,0,0,0,0,0,0,,,,,/ /,"Byers, Douglas",,,,,,,,,,,,,0,0,0,,/ /,,,,,,,,,0,0,0,Wash of bank,,,,,,,,,,,,,/ /,,,,,/ /,,,,/ /,,,,,,,,,,,,,,,,,,,,,IC1/6E,,,0,0,0,0,0,0,0.00,0.00,0.00
3,0.00,,,,O,Work Duty,05/03/2016,Archaeology,,/ /,,,/ /,,,,,,,,0.00,0.00,,,Broken gouge with shallow groove.,2,,0,,0,,,,,/ /,/ / : : AM,,,12: Archaeology,RSPM,,0,,/ /,,,,0.00,,/ /,0,,,/ /,,0,/ /,NBS,56,15,,,,,/ /,,Stone,,"Douglas Byers (Principal Investigator, 00/00/36) July 2013 PastPerfect Conversion",3/696,Gouge,,,455,United States | ME | Hancock | Blue Hill,,,/ /,"Stone, Ground","Byers, Douglas",,"Section number - 6E Trench Number - IC.1 Excav Date - 00/00/36 In black pebbles below shells. Locality - Bluehill Falls, ME",,Expedition,,,,,/ /,,,,Nevin Shellheap,42.001,Entered,Work Duty,05/03/2016,,,,,/ /,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,/ /,/ /,,/ /,,,Late Archaic Moorehead Phase,,,,,,,05/03/2016,Work duty,/ /,.F.,,,,,,,0,0,0,1,,,,,0,0,0,0,0,0,,,,,/ /,"Byers, Douglas",,,,,,,,,,,,,0,0,0,,/ /,,,,,,,,,0,0,0,,,,,,,,,,,,,,/ /,,,,,/ /,,,,/ /,,,,,,,,,,,,,,28,,,,,,,IC1/6E,,,0,0,0,0,0,0,0.00,0.00,0.00
3,0.00,,,,O,Work Duty,05/03/2016,Archaeology,,/ /,,,/ /,,,,,,,,0.00,0.00,,,Small plummet blank. Original Accession Card: Crude small plummet.,2,,0,,0,,,,,/ /,/ / : : AM,,,12: Archaeology,RSPM,,0,,/ /,,,,0.00,,/ /,0,,,/ /,,0,/ /,NBS,56,17,,,,,/ /,,Stone,,"Douglas Byers (Principal Investigator, 00/00/36) July 2013 PastPerfect Conversion",3/697,Plummet,,,456,United States | ME | Hancock | Blue Hill,,,/ /,"Stone, Ground","Byers, Douglas",,"Section number - 6E Trench Number - IC.1 Excav Date - 00/00/36 Below pebbles and shells in humus. Locality - Bluehill Falls, ME",,Expedition,,,,,/ /,,,,Nevin Shellheap,42.001,Entered,Work Duty,05/03/2016,,,,,/ /,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,/ /,/ /,,/ /,,,Late Archaic Moorehead Phase,,,,,,,05/03/2016,Work duty,/ /,.F.,,,,,,,0,0,0,1,,,,,0,0,0,0,0,0,,,,,/ /,"Byers, Douglas",,,,,,,,,,,,,0,0,0,,/ /,,,,,,,,,0,0,0,Below pebbles and shell in humus,,,,,,,,,,,,,/ /,,,,,/ /,,,,/ /,,,,,,,,,,,,,,26,,,,,,,IC1/6E,,,0,0,0,0,0,0,0.00,0.00,0.00
3,0.00,,,,O,Work Duty,05/03/2016,Archaeology,,/ /,,,/ /,,,,,,,,0.00,0.00,,,Small broken plummet. Original Accession Card: Broken plummet.,2,,0,,0,,,,,/ /,/ / : : AM,,,12: Archaeology,RSPM,,0,,/ /,,,,0.00,,/ /,0,,,/ /,,0,/ /,NBS,56,18,,,,,/ /,,Stone,,"Douglas Byers (Principal Investigator, 00/00/36) July 2013 PastPerfect Conversion",3/698,Plummet,,,457,United States | ME | Hancock | Blue Hill,,,/ /,"Stone, Ground","Byers, Douglas",,"Section number - 6E Trench Number - IC.1 Excav Date - 00/00/36 In black humus below shells. Locality - Bluehill Falls, ME",,Expedition,,,,,/ /,,,,Nevin Shellheap,42.001,Entered,Work Duty,05/03/2016,,,,,/ /,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,/ /,/ /,,/ /,,,Late Archaic Moorehead Phase,,,,,,,05/03/2016,Work duty,/ /,.F.,,,,,,,0,0,0,1,,,,,0,0,0,0,0,0,,,,,/ /,"Byers, Douglas",,,,,,,,,,,,,0,0,0,,/ /,,,,,,,,,0,0,0,In black humus below shells,,,,,,,,,,,,,/ /,,,,,/ /,,,,/ /,,,,,,,,,,,,,,24,,,,,,,IC1/6E,,,0,0,0,0,0,0,0.00,0.00,0.00
3,0.00,,,,O,Work Duty,05/03/2016,Archaeology,,/ /,,,/ /,,,,,,,,0.00,0.00,,,Broken stone arrow point.,2,,0,,0,,,,,/ /,/ / : : AM,,,12: Archaeology,RSPM,,0,,/ /,,,,0.00,,/ /,0,,,/ /,,0,/ /,NBS,11,16,,,,,/ /,,Stone,,July 2013 PastPerfect Conversion,3/699,Biface,,,A4,United States | ME | Hancock | Blue Hill,,,/ /,"Stone, Chipped",,,"Provenience Description - From scrap. Section number - 6E Trench Number - IC.4 Locality - Bluehill Falls, ME",,Expedition,,,,,/ /,,,,Nevin Shellheap,42.001,Entered,Work Duty,05/03/2016,,,,,/ /,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,/ /,/ /,,/ /,,,,,,,,,,05/03/2016,Work duty,/ /,.F.,,,,,,,0,0,0,1,,,,,0,0,0,0,0,0,,,,,/ /,,,,,,,,,,,,,,0,0,0,,/ /,,,,,,,,,0,0,0,,,,,,,,,,,,,,/ /,,,,,/ /,,,,/ /,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.00,0.00,0.00
3,0.00,,,,O,Work Duty,05/02/2016,Archaeology,,/ /,,,/ /,,,,,,,,0.00,0.00,,,"Pebble used as hammerstone. Flat back pebble, slightly used. Black pebbles west of hearth. Original catalogue card: Small bannerstone.",2,,0,,0,,,,,/ /,/ / : : AM,,,12: Archaeology,,,0,,/ /,,,,0.00,,/ /,0,,,/ /,,0,/ /,,,,,,,,/ /,,Stone,,July 2013 PastPerfect Conversion,3/700,Hammerstone,,,A5,United States | ME | Hancock | Blue Hill,,,/ /,"Stone, Modified",,,"Section number - 6E Trench Number - IC.3 Locality - Bluehill Falls, Me. Remarks - Taken from scrap",,Expedition,,,,,/ /,,,,Nevin Shellheap,42.001,Entered,Work Duty,05/02/2016,,,,,/ /,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,/ /,/ /,,/ /,,,,,,,,,,05/02/2016,Work duty,/ /,.F.,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,/ /,,,,,,,,,,,,,,0,0,0,,/ /,,,,,,,,,0,0,0,,,,,,,,,,,,,,/ /,,,,,/ /,,,,/ /,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.00,0.00,0.00
3,0.00,,,,O,Work Duty,05/02/2016,Archaeology,,/ /,,,/ /,,,,,,,,0.00,0.00,,,Solid bone perferator with an angled proximal end and a broken distal end. Original catalogue card: Portion of bone awl.,2,,0,,0,,,,,/ /,/ / : : AM,,,12: Archaeology,RSPM,,0,,/ /,,,,0.00,,/ /,0,,,/ /,,0,/ /,NBS,,,,,,,/ /,,Faunal Material,,"Douglas Byers (Principal Investigator, 000/00/36) July 2013 PastPerfect Conversion",3/701,Perforator,,,33,United States | ME | Hancock | Blue Hill,,,/ /,"Bone, Modified","Byers, Douglas",,"Section number - 6E Trench Number - ID.1 Excav Date - 000/00/36 Locality - Bluehill Falls, Me. Situation - N.W. corner. Near top of shell.",,Expedition,,,,,/ /,,,,Nevin Shellheap,42.001,Entered,Work Duty,05/02/2016,,,,,/ /,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,/ /,/ /,,/ /,,,Late Archaic Moorehead Phase,,,,,,,05/02/2016,Work duty,/ /,.F.,,,,,,,0,0,0,1,,,,,0,0,0,0,0,0,,,,,/ /,"Byers, Douglas",,,,,,,,,,,,,0,0,0,,/ /,,,,,,,,,0,0,0,NW corner near top of shell,,,,,,,,,,,,,/ /,,,,,/ /,,,,/ /,,,,,,,,,,,,,,4,,,,,,,ID1/6E,,,0,0,0,0,0,0,0.00,0.00,0.00
3,0.00,,,,O,Work Duty,05/02/2016,Archaeology,,/ /,,,/ /,,,,,,,,0.00,0.00,,,Distal end of solid bone perferator. Original catalogue card: Point of broken bone arrowhead.,2,,0,,0,,,,,/ /,/ / : : AM,,,12: Archaeology,RSPM,,0,,/ /,,,,0.00,,/ /,0,,,/ /,,0,/ /,NBS,,,,,,,/ /,,Faunal Material,,"Douglas Byers (Principal Investigator, 00/00/36) July 2013 PastPerfect Conversion",3/702,Perforator,,,41,United States | ME | Hancock | Blue Hill,,,/ /,"Bone, Modified","Byers, Douglas",,"Section number - 6E Trench Number - ID Excav Date - 00/00/36 Locality - Bluehill Falls, Me.",,Expedition,,,,,/ /,,,,Nevin Shellheap,42.001,Entered,Work Duty,05/02/2016,,,,,/ /,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,/ /,/ /,,/ /,,,Late Archaic Moorehead Phase,,,,,,,05/02/2016,Work duty,/ /,.F.,,,,,,,0,0,0,1,,,,,0,0,0,0,0,0,,,,,/ /,"Byers, Douglas",,,,,,,,,,,,,0,0,0,,/ /,,,,,,,,,0,0,0,Found while peeling sod at about ID/6E,,,,,,,,,,,,,/ /,,,,,/ /,,,,/ /,,,,,,,,,,,,,,1,,,,,,,ID/6E,,,0,0,0,0,0,0,0.00,0.00,0.00
